Gard ID,identifiers,Number of Matches,QID,Match Gard ID
2007,OMIM:305000 | UMLS:C1148551,2,Q9390252 | Q50349598 | ,
2009,,0,,
2012,OMIM:224300 | ORPHANET:1782 | UMLS:C0432262,1,Q29014957 | ,True
2013,UMLS:C0265205,1,Q1475743 | ,False
2015,UMLS:C0220659 | ORPHANET:1795,2,Q18928518 | Q4357287 | ,
2019,OMIM:127800 | ORPHANET:1822 | UMLS:C0432282,1,Q7839508 | ,True
2022,,0,,
2025,ORPHANET:1804 | UMLS:C1832111,1,Q55783207 | ,True
9810,OMIM:224400 | ORPHANET:156731 | UMLS:C0432209,1,Q55781841 | ,True
2026,OMIM:224410 | ORPHANET:1865,1,Q30989968 | ,True
9256,OMIM:159700,1,Q55781258 | ,False
10059,OMIM:128000 | UMLS:C1851955,1,Q55780520 | ,True
2028,OMIM:224500 | ORPHANET:99657 | UMLS:C1857093,1,Q32038789 | ,False
2150,ORPHANET:303,1,Q56014008 | ,False
2031,,0,,
10667,OMIM:615073,1,Q30989665 | ,False
13671,OMIM:617284,1,Q55785174 | ,False
10539,OMIM:612067 | ORPHANET:210571 | UMLS:C2677567,1,Q32038811 | ,True
9630,OMIM:602629 | ORPHANET:98806 | UMLS:C1414216,1,Q32038792 | ,False
2027,OMIM:128100 | ORPHANET:256,3,Q28065536 | Q656199 | Q30988815 | ,
10138,OMIM:128101 | ORPHANET:98805 | UMLS:C1851943,1,Q32038800 | ,False
12144,ORPHANET:98808 | OMIM:128230,2,Q689777 | Q32038802 | ,
2032,,0,,
9401,UMLS:C1868714,0,,
6309,ORPHANET:40923 | UMLS:C0271073,1,Q3772316 | ,True
9255,ORPHANET:1934 | UMLS:C0393706,1,Q649602 | ,True
13318,OMIM:613722,2,Q3589156 | Q61913475 | ,
13676,OMIM:615476,1,Q61913425 | ,False
12901,OMIM:615905 | ORPHANET:442835,3,Q56014174 | Q55784807 | Q61913468 | ,
12391,OMIM:616056,2,Q61913477 | Q55784839 | ,
12900,OMIM:612164,1,Q61913449 | ,False
13681,OMIM:618004,1,Q55790909 | ,False
1140,ORPHANET:98988 | OMIM:601202,2,Q56014421 | Q27674897 | ,
12199,OMIM:614399,1,Q56002943 | ,False
3203,OMIM:311510 | ORPHANET:2379,1,Q55782601 | ,False
1898,OMIM:116800 | ORPHANET:98995 | UMLS:C0266537,1,Q27674895 | ,False
12798,ORPHANET:1020,1,Q55345929 | ,False
10821,ORPHANET:83594,1,Q18553951 | ,True
2035,UMLS:C0282687,2,Q51993 | Q162272 | ,
6313,OMIM:224700 | ORPHANET:1880 | UMLS:C0013481,1,Q277452 | ,True
6314,UMLS:C0026707,1,Q580285 | ,False
10465,UMLS:C0346020,0,,
7431,,0,,
6316,UMLS:C0013537,1,Q552348 | ,True
6317,UMLS:C0013575,0,,
2040,OMIM:129540 | UMLS:C2931691,1,Q55780532 | ,False
2042,,0,,
2043,,0,,
2044,,0,,
2045,,0,,
2051,,0,,
2050,,0,,
2053,UMLS:C1857068,1,Q55781844 | ,False
9705,OMIM:604536 | UMLS:C1858302 | ORPHANET:158668,1,Q7535394 | ,False
2055,OMIM:129510 | ORPHANET:1818 | UMLS:C1851858,1,Q55780530 | ,True
10526,OMIM:601345 | ORPHANET:69083 | UMLS:C1832444,1,Q55783066 | ,True
2682,OMIM:601375 | ORPHANET:1808 | UMLS:C1832411,1,Q55783101 | ,True
9939,OMIM:609944 | UMLS:C1864966,1,Q55783706 | ,True
2060,OMIM:225100 | UMLS:C2673634,2,Q50349815 | Q1827028 | ,
8490,OMIM:129750 | UMLS:C1271219,1,Q55780535 | ,False
6318,UMLS:C0032987,1,Q207087 | ,True
2063,UMLS:C2931127,0,,
2068,OMIM:225290 | UMLS:C1857040,1,Q55781848 | ,True
2071,OMIM:119580 | UMLS:C1861536 | ORPHANET:1997,3,Q60195342 | Q60195341 | Q17540023 | ,
2074,UMLS:C0795933,0,,
2076,UMLS:C0406704 | OMIM:129900 | OMIM:604292 | ORPHANET:1896,3,Q5334319 | Q28065588 | Q28065589 | ,
2078,OMIM:225280 | ORPHANET:1897 | UMLS:C1857041,1,Q5322931 | ,True
8291,OMIM:178800 | UMLS:C1867405,1,Q55781433 | ,True
8508,OMIM:225310 | ORPHANET:75501 | UMLS:C1857038,1,Q55781850 | ,False
6322,,0,,
2092,,0,,
6323,ORPHANET:97214 | UMLS:C0013743,1,Q572695 | ,True
12716,ORPHANET:228240,1,Q55786224 | ,True
10103,OMIM:130100 | ORPHANET:79148,1,Q5353584 | ,True
6324,,0,,
13013,,0,,
189,UMLS:C2931128,0,,
2098,OMIM:601355 | ORPHANET:2516 | UMLS:C2931129,1,Q55783095 | ,False
1301,OMIM:225500 | ORPHANET:289,1,Q1332448 | ,True
9835,OMIM:609029 | ORPHANET:96170 | UMLS:C1836929,1,Q5369177 | ,True
5140,ORPHANET:180226 | UMLS:C0206659,1,Q1451877 | ,True
8650,UMLS:C0855073,1,Q55779831 | ,False
6352,,0,,
2099,,0,,
6329,OMIM:310300 | ORPHANET:261,3,Q1335642 | Q43261065 | Q60195097 | ,
2101,,0,,
2102,OMIM:310300 | ORPHANET:98863,2,Q43261065 | Q60195097 | ,
6331,OMIM:130720 | UMLS:C0014008,2,Q1339466 | Q18589160 | ,
2106,,0,,
6332,ORPHANET:83600 | UMLS:C0014040,1,Q1369020 | ,False
6333,ORPHANET:199647,1,Q1346023 | ,False
2109,,0,,
2108,UMLS:C0406612 | OMIM:613001 | ORPHANET:2396,1,Q17540092 | ,True
12505,ORPHANET:139406 | OMIM:611721,1,Q55783834 | ,True
2113,OMIM:225755 | UMLS:C1856973,1,Q55781860 | ,True
2117,UMLS:C1851708,0,,
6335,UMLS:C1704356,1,Q1076078 | ,False
294,,0,,
10431,,0,,
6336,UMLS:C0014117,1,Q5376225 | , has more than one gard id
9270,,0,,
6339,UMLS:C0206630,1,Q5376363 | ,True
2121,UMLS:C0014117,1,Q5376225 | , has more than one gard id
6340,,0,,
2124,ORPHANET:2937,0,,
11909,,0,,
8651,UMLS:C1863752,0,,
6343,,0,,
9809,UMLS:C0456889,1,Q5380239 | ,True
12522,MeSH:D007412,1,Q54931334 | ,False
2130,,0,,
10969,ORPHANET:85438,1,Q55788665 | ,True
2131,ORPHANET:1939,0,,
12361,OMIM:261500,0,,
6345,UMLS:C0085179,1,Q3508806 | ,True
6346,,0,,
6347,UMLS:C0742965,0,,
9142,,0,,
6351,OMIM:226350 | ORPHANET:3165,1,Q2325206 | ,False
6111,ORPHANET:183,1,Q32811 | ,False
12130,,0,,
8534,UMLS:C0406305,0,,
6353,ORPHANET:251636,1,Q1346753 | ,True
2136,,0,,
6357,ORPHANET:302 | UMLS:C0014522 | OMIM:226400,1,Q974691 | ,True
13044,,0,,
2137,OMIM:226670 | ORPHANET:257,1,Q5382849 | ,True
6359,UMLS:C0014527,1,Q923020 | ,True
6360,ORPHANET:46487 | UMLS:C0079293,1,Q3726860 | ,True
10752,OMIM:131800 | OMIM:131900 | OMIM:131760 | OMIM:131960 | OMIM:601001 | ORPHANET:304,5,Q5382848 | Q5382846 | Q5532470 | Q6664623 | Q3124960 | ,
9737,OMIM:131960 | ORPHANET:79397 | UMLS:C0432316,1,Q5382848 | ,True
2141,OMIM:131760 | ORPHANET:79396 | UMLS:C0079295,1,Q5382846 | ,True
2147,OMIM:131900 | UMLS:C0079299,1,Q5532470 | ,True
2146,OMIM:131800 | ORPHANET:79400,1,Q6664623 | ,True
